PROLIFIC_PID,Answer.text,AwareResponse,recoded,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,AwareQuestion,AwareAnswer
5c8ec442bda58f00125002a3,NA,NA,NA,space,19.1912,0,3,3,3,1,What do you think the word was? Type your answer,warm
5c8ec442bda58f00125002a3,k,k,k,space,6.9845,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5c8ec442bda58f00125002a3,red,red,e,space,7.7176,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5c8ec442bda58f00125002a3,k,k,k,space,2.3742,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5c8ec442bda58f00125002a3,red,red,e,space,5.2702,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5c8ec442bda58f00125002a3,k,k,k,space,4.8845,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5c8ec442bda58f00125002a3,green,green,u,space,2.2677,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5c8ec442bda58f00125002a3,k,k,k,space,3.4512,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5c8ec442bda58f00125002a3,u,u,u,space,8.4906,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
611d44cef2f22947cd3ccafc,y,y,y,space,15.1971,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
611d44cef2f22947cd3ccafc,even,even,even,space,4.8286,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
611d44cef2f22947cd3ccafc,n,n,n,space,3.3499,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
611d44cef2f22947cd3ccafc,NA,NA,NA,space,2.5354,0,3,3,3,1,What do you think the word was? Type your answer,warm
611d44cef2f22947cd3ccafc,y,y,y,space,7.0035,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
611d44cef2f22947cd3ccafc,high,high,k,space,2.8786,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
611d44cef2f22947cd3ccafc,y,y,y,space,3.8843,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611d44cef2f22947cd3ccafc,even,even,k,space,1.8885,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
611d44cef2f22947cd3ccafc,n,n,n,space,2.3429,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611d44cef2f22947cd3ccafc,NA,NA,NA,space,0.5984,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
611d44cef2f22947cd3ccafc,n,n,n,space,2.0734,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611d44cef2f22947cd3ccafc,e,e,e,space,13.7576,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
59960f1e004c4f0001cc863b,k,k,k,space,12.834,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
59960f1e004c4f0001cc863b,i,i,k,space,8.1927,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
59960f1e004c4f0001cc863b,i,i,k,space,1.6107,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
59960f1e004c4f0001cc863b,high,high,high,space,6.519,0,3,3,3,1,What do you think the word was? Type your answer,warm
59960f1e004c4f0001cc863b,n,n,n,space,6.4606,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
59960f1e004c4f0001cc863b,n,n,k,space,7.1211,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
59960f1e004c4f0001cc863b,n,n,n,space,2.7513,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
59960f1e004c4f0001cc863b,n,n,k,space,1.2004,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
59960f1e004c4f0001cc863b,n,n,n,space,1.108,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
59960f1e004c4f0001cc863b,n,n,k,space,0.6275,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
59960f1e004c4f0001cc863b,n,n,n,space,2.6948,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
59960f1e004c4f0001cc863b,n,n,k,space,1.0107,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6129f57199c7d49d085e7ded,N,N,n,space,12.8138,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6129f57199c7d49d085e7ded,Even,Even,even,space,8.0809,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6129f57199c7d49d085e7ded,K,K,k,space,8.8649,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type ""y"" for yes  ""n"" for no  and ""k"" in case you do not know.""",y
6129f57199c7d49d085e7ded,even,even,even,space,23.4768,0,3,3,3,1,What do you think the word was? Type your answer,warm
6129f57199c7d49d085e7ded,Y,Y,y,space,5.8248,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6129f57199c7d49d085e7ded,red,red,e,space,2.5983,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6129f57199c7d49d085e7ded,Y,Y,y,space,3.0889,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6129f57199c7d49d085e7ded,green,green,u,space,2.417,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6129f57199c7d49d085e7ded,k,k,k,space,5.3693,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6129f57199c7d49d085e7ded,red,red,e,space,2.3564,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6129f57199c7d49d085e7ded,k,k,k,space,2.9746,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6129f57199c7d49d085e7ded,green,green,u,space,2.1966,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5ba5662060f3d50001695491,n,n,n,space,34.3014,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ba5662060f3d50001695491,fair,fair,fair,space,7.4929,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5ba5662060f3d50001695491,n,n,n,space,20.4442,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ba5662060f3d50001695491,warm,warm,warm,space,5.2059,0,3,3,3,1,What do you think the word was? Type your answer,warm
5ba5662060f3d50001695491,y,y,y,space,4.9267,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5ba5662060f3d50001695491,red,red,e,space,7.9831,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5ba5662060f3d50001695491,y,y,y,space,4.2545,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ba5662060f3d50001695491,green,green,u,space,1.8533,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5ba5662060f3d50001695491,n,n,n,space,12.9556,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ba5662060f3d50001695491,NA,NA,NA,space,4.5052,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5ba5662060f3d50001695491,n,n,n,space,4.7574,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ba5662060f3d50001695491,NA,NA,NA,space,18.0903,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61295df3536bbe9ac495000e,y,y,y,space,9.006,0,0,0,0,1,"Do you think """"high"""" was always followed by a particular word? Type """"y"""" for yes  ""n"" for no  and """"k"""" in case you do not know.""",y
61295df3536bbe9ac495000e,even,even,even,space,12.665,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61295df3536bbe9ac495000e,k,k,k,space,6.695,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61295df3536bbe9ac495000e,unsure,unsure,k,space,4.346,0,3,3,3,1,What do you think the word was? Type your answer,warm
61295df3536bbe9ac495000e,y,y,y,space,6.42,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
61295df3536bbe9ac495000e,red,red,e,space,2.117,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61295df3536bbe9ac495000e,y,y,y,space,3.203,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61295df3536bbe9ac495000e,green,green,u,space,1.35,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61295df3536bbe9ac495000e,k,k,k,space,7.698,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61295df3536bbe9ac495000e,red,red,e,space,5.963,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61295df3536bbe9ac495000e,k,k,k,space,4.777,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61295df3536bbe9ac495000e,green,green,u,space,2.012,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
602e1d9786b077907ed54b7c,y,y,y,space,22.7777,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
602e1d9786b077907ed54b7c,even,even,even,space,16.9927,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
602e1d9786b077907ed54b7c,n,n,n,space,7.4841,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  ""n"" for no  and ""k"" in case you do not know.",y
602e1d9786b077907ed54b7c,high,high,high,space,13.4823,0,3,3,3,1,What do you think the word was? Type your answer,warm
602e1d9786b077907ed54b7c,y,y,y,space,7.5664,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
602e1d9786b077907ed54b7c,red,red,e,space,5.5056,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
602e1d9786b077907ed54b7c,y,y,y,space,3.6761,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
602e1d9786b077907ed54b7c,green,green,u,space,3.3991,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
602e1d9786b077907ed54b7c,n,n,n,space,13.641,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
602e1d9786b077907ed54b7c,red,red,e,space,9.3796,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
602e1d9786b077907ed54b7c,y,y,y,space,3.5253,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
602e1d9786b077907ed54b7c,green,green,u,space,2.6826,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
607e6b63e4ede68b0f1778ad,y,y,y,space,20.735,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
607e6b63e4ede68b0f1778ad,Fair,Fair,fair,space,7.05,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
607e6b63e4ede68b0f1778ad,k,k,k,space,30.78,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
607e6b63e4ede68b0f1778ad,high,high,high,space,18.664,0,3,3,3,1,What do you think the word was? Type your answer,warm
607e6b63e4ede68b0f1778ad,n,n,n,space,12.446,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
607e6b63e4ede68b0f1778ad,red,red,e,space,6.317,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
607e6b63e4ede68b0f1778ad,n,n,n,space,5.214,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
607e6b63e4ede68b0f1778ad,u,u,u,space,8.345,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
607e6b63e4ede68b0f1778ad,n,n,n,space,3.98,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
607e6b63e4ede68b0f1778ad,u,u,u,space,10.03,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
607e6b63e4ede68b0f1778ad,n,n,n,space,5.373,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
607e6b63e4ede68b0f1778ad,e,e,e,space,2.932,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612e111ed09f912859fca976,k,k,k,space,11.663,0,0,0,0,1,"Do you think """"high"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no  and ""k"" in case you do not know.""",y
612e111ed09f912859fca976,unsure,unsure,k,space,8.183,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612e111ed09f912859fca976,k,k,k,space,4.423,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612e111ed09f912859fca976,unsure,unsure,k,space,2.266,0,3,3,3,1,What do you think the word was? Type your answer,warm
612e111ed09f912859fca976,k,k,k,space,1.759,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612e111ed09f912859fca976,unsure,unsure,k,space,1.526,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612e111ed09f912859fca976,k,k,k,space,1.739,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e111ed09f912859fca976,unsure,unsure,k,space,1.732,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612e111ed09f912859fca976,k,k,k,space,7.88,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e111ed09f912859fca976,none,none,k,space,1.893,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612e111ed09f912859fca976,y,y,y,space,2.325,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e111ed09f912859fca976,red,red,e,space,0.927,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60fd139f32b8b8975b595695,n,n,n,space,19.5167,0,0,0,0,1,"Do you think """"high"""" was always followed by a particular word? Type """"y"""" for yes  ""n"" for no  and ""k"" in case you do not know.",y
60fd139f32b8b8975b595695,fair,fair,fair,space,16.0228,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60fd139f32b8b8975b595695,y,y,y,space,7.1435,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  ""n"" for no  and ""k"" in case you do not know.",y
60fd139f32b8b8975b595695,high,high,high,space,9.746,0,3,3,3,1,What do you think the word was? Type your answer,warm
60fd139f32b8b8975b595695,n,n,n,space,10.0579,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60fd139f32b8b8975b595695,e,e,e,space,12.8284,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60fd139f32b8b8975b595695,n,n,n,space,9.238,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd139f32b8b8975b595695,u,u,u,space,5.8688,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60fd139f32b8b8975b595695,n,n,n,space,3.9962,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd139f32b8b8975b595695,u,u,u,space,7.1727,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60fd139f32b8b8975b595695,n,n,n,space,4.5634,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd139f32b8b8975b595695,u,u,u,space,3.9395,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61125d94d9e3cbd5161326ab,n,n,n,space,13.4617,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61125d94d9e3cbd5161326ab,fair,fair,fair,space,9.6051,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61125d94d9e3cbd5161326ab,y,y,y,space,3.7268,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61125d94d9e3cbd5161326ab,warm,warm,warm,space,2.3672,0,3,3,3,1,What do you think the word was? Type your answer,warm
61125d94d9e3cbd5161326ab,n,n,n,space,6.4666,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
61125d94d9e3cbd5161326ab,red,red,e,space,4.5835,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61125d94d9e3cbd5161326ab,y,y,y,space,3.0665,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61125d94d9e3cbd5161326ab,green,green,u,space,1.4437,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61125d94d9e3cbd5161326ab,k,k,k,space,3.7831,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61125d94d9e3cbd5161326ab,u,u,u,space,9.7938,0,9,9,9,1,"Which colour almost always occurred with """"high""""?  Type the response key you pressed for that particular colour""",u
61125d94d9e3cbd5161326ab,y,y,y,space,5.256,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61125d94d9e3cbd5161326ab,u,u,u,space,2.983,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60fd3aa866ca3a64750a213d,n,n,n,space,11.8087,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fd3aa866ca3a64750a213d,NA,NA,NA,space,6.4519,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60fd3aa866ca3a64750a213d,warm,warm,y,space,6.7133,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fd3aa866ca3a64750a213d,warm,warm,warm,space,3.5532,0,3,3,3,1,What do you think the word was? Type your answer,warm
60fd3aa866ca3a64750a213d,y,y,y,space,4.2829,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60fd3aa866ca3a64750a213d,high,high,k,space,8.0648,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60fd3aa866ca3a64750a213d,k,k,k,space,3.207,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd3aa866ca3a64750a213d,green,green,u,space,10.8571,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60fd3aa866ca3a64750a213d,y,y,y,space,4.6367,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd3aa866ca3a64750a213d,red,red,e,space,4.5056,0,9,9,9,1,"Which colour almost always occurred with """"high""""?  Type the response key you pressed for that particular colour""",u
60fd3aa866ca3a64750a213d,k,k,k,space,4.0462,0,10,10,10,1,"Do you think """"even"""" mostly appeared in a particular colour?. If yes then type ""y"" if no then type ""n"" and if you don't know type ""k"".",y
60fd3aa866ca3a64750a213d,green,green,u,space,7.6909,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60facf305efccd4612aca05b,k,k,k,space,29.20925,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60facf305efccd4612aca05b,I,I,k,space,21.13361,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60facf305efccd4612aca05b,k,k,k,space,20.25539,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60facf305efccd4612aca05b,idontunderstnadthisquestion,idontunderstnadthisquestion,k,space,110.06924,0,3,3,3,1,What do you think the word was? Type your answer,warm
60facf305efccd4612aca05b,y,y,y,space,9.17114,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60facf305efccd4612aca05b,red,red,e,space,3.07101,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60facf305efccd4612aca05b,y,y,y,space,2.69146,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60facf305efccd4612aca05b,green,green,u,space,5.49592,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60facf305efccd4612aca05b,k,k,k,space,3.491285,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60facf305efccd4612aca05b,idontknow,idontknow,k,space,12.47824,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60facf305efccd4612aca05b,k,k,k,space,7.157545,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60facf305efccd4612aca05b,idontknow,idontknow,k,space,3.663315,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5ebc2405690bf0025dad6a1a,n,n,n,space,7.839,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ebc2405690bf0025dad6a1a,NA,NA,NA,space,7.995,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5ebc2405690bf0025dad6a1a,n,n,n,space,2.97,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ebc2405690bf0025dad6a1a,NA,NA,NA,space,3.296,0,3,3,3,1,What do you think the word was? Type your answer,warm
5ebc2405690bf0025dad6a1a,n,n,n,space,2.83,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5ebc2405690bf0025dad6a1a,red,red,e,space,3.799,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5ebc2405690bf0025dad6a1a,n,n,n,space,3.605,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ebc2405690bf0025dad6a1a,green,green,u,space,7.689,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5ebc2405690bf0025dad6a1a,n,n,n,space,2.409,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ebc2405690bf0025dad6a1a,NA,NA,NA,space,3.838,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5ebc2405690bf0025dad6a1a,n,n,n,space,2.295,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ebc2405690bf0025dad6a1a,NA,NA,NA,space,1.755,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612f7d53264293791722f9ba,k,k,k,space,9.2155,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
